id,nomeUrna,nomeCompleto,numero,partido_sigla,nomeColigacao,cargo_nome,cargo_codigo,ufCandidatura,descricaoSituacao,descricaoTotalizacao,candidatoApto,st_REELEICAO,gastoCampanha,eleicao_ano,coletado_em,fonte_url
10002552390,ANGELINO DO POVO,ANGELINO FEITOZA DA SILVA,77000,SOLIDARIEDADE,FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDARIEDADE),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552850,ANGELO FREITAS,FRANCISCO ANGELO FREITAS,20233,PODE,PODE,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002532438,ANTONIA SALES,ANTONIA ROJAS SALES,15122,MDB,MDB,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002534775,ANTONIO PEDRO,ANTONIO PEDRO MENDONÇA,55456,PSD,PSD,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002533979,ANTÔNIO BALICA,ANTONIO BALICA INÁCIO,30100,NOVO,NOVO,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544038,ANTÔNIO MARAZONA,ANTONIO MARAZONA DE SOUZA NASCIMENTO,23000,CIDADANIA,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002545646,ARLENILSON CUNHA,ARLENILSON BARBOSA CUNHA,22333,PL,PL,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002545654,BENÉ DAMASCENO,BENEDITO CAVALCANTE DAMASCENO,22234,PL,PL,Deputado Estadual,7,AC,Aguardando julgamento,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002533978,BENÍCIO DIAS,FRANCISCO JOSÉ BENÍCIO DIAS,30852,NOVO,NOVO,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552844,BETO FIGUEIREDO,GILBERTO SOUZA DE FIGUEIREDO,20444,PODE,PODE,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002534793,BRUNA FERNANDES,BRUNA FERNANDES DIAS,55052,PSD,PSD,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552395,CAPITÃO JARDIM CJ,WALDI SILVA JARDIM DE ARAUJO,77190,SOLIDARIEDADE,FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDARIEDADE),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002536325,CARLINHA MOTOGIRL,CARLA CAROLINE BARBOSA NOGUEIRA,10108,REPUBLICANOS,REPUBLICANOS,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002538248,CARLINHO RODRIGUES,CARLOS ALBERTO PEREIRA RODRIGUES,36120,AGIR,AGIR,Deputado Estadual,7,AC,Indeferido,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544029,CARLOS LEANDRO,CARLOS LEANDRO DA COSTA SOUSA,23333,CIDADANIA,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544052,CESÁRIO BRAGA,CESARIO CAMPELO BRAGA,13013,PT,FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002545651,CHARLENE LIMA,CHARLENE MARIA DE LIMA,22222,PL,PL,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002532443,CHICO DO ESPORTE,MANOEL FRANCISCO PINTO DE LIMA,15615,MDB,MDB,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544019,CHICÃO BRÍGIDO,FRANCISCO BRIGIDO DA COSTA,45666,PSDB,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Aguardando julgamento,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544047,CHINHA DUARTE,CLEMILDA DUARTE DO NASCIMENTO,43444,PV,FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002545649,CHIQUINHO DO DUDA,FRANCISCO UMBERTO PRADO COUTO,22133,PL,PL,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002532445,CLAIRE CAMELI,CLAIRE MARIA CARVALHO CAMELI,15123,MDB,MDB,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544045,CLEIA SERRA,WALMICLEIA ALVES SERRA OLIVEIRA,13123,PT,FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544542,CLODOALDO RODRIGUES,FRANCISCO CLODOALDO DE SOUZA RODRIGUES,11555,PP,FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP),Deputado Estadual,7,AC,Aguardando julgamento,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544034,COELHÃO,ANTONIO JOSE DO NASCIMENTO,23033,CIDADANIA,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552848,COSMO LIMA,COSMO LIMA DE ARAUJO,20123,PODE,PODE,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544040,CRISTIANE DE ARAUJO,CRISTIANE DE SOUZA DA ROCHA,23555,CIDADANIA,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544032,CURIÓ DO TUCUMÃ,ANTONIO SILVA LIMA,45800,PSDB,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002534792,DANIEL DORZILA,DANIEL DORZILA DE OLIVEIRA,55611,PSD,PSD,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002538247,DANIEL SAMPAIO,DANIEL MOURA SAMPAIO,36222,AGIR,AGIR,Deputado Estadual,7,AC,Indeferido,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552842,DANILO DO POVO,DANILO BEZERRA MENDES,20225,PODE,PODE,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552004,DARLA CRISTINA,DARLA CRISTINA PENHA ALMEIDA DE OLIVEIRA,15120,MDB,MDB,Deputado Estadual,7,AC,Aguardando julgamento,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002549519,DELCIVANE SANTOS,DELCIVANE SANTOS SILVA,40400,PSB,PSB,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002545661,DELEGADO SÉRGIO LOPES,SERGIO LOPES DE SOUZA,22789,PL,PL,Deputado Estadual,7,AC,Aguardando julgamento,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552394,DEMILSON SILVA,DEMILSON SILVA DOS SANTOS,77777,SOLIDARIEDADE,FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDARIEDADE),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002550662,DENISE LIMA,ALDENIZA RODRIGUES DE LIMA,12288,PDT,PDT,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002536336,DEUSIMAR ALBUQUERQUE,DEUSIMAR DA CRUZ ALBUQUERQUE,10022,REPUBLICANOS,REPUBLICANOS,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002533981,DIRCEU FELIX,DIRCEU FELIX MOREIRA,30300,NOVO,NOVO,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002533977,DONA RISO,RISONEIDE DA SILVA OLIVEIRA,30500,NOVO,NOVO,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002533996,DR SILVANO SANTIAGO,FRANCISCO SILVANO RODRIGUES SANTIAGO,30700,NOVO,NOVO,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002550663,DR. EMANUEL O CORREDOR,MANOEL DO CARMO SILVA,12190,PDT,PDT,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544530,DR. ERIKE RAILAN,ERIKE RAILAN SANTOS DE MORAIS,44121,UNIÃO,FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002550660,DR. FÁBIO SANTOS,FABIO SANTOS DE SANTANA,12789,PDT,PDT,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002545659,DR. GIOVANNI CASSEB,GIOVANNI BADY CASSEB,22345,PL,PL,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002536339,DR. JÚNIOR NASCIMENTO,JOSÉ JÚNIOR MELO DO NASCIMENTO,10000,REPUBLICANOS,REPUBLICANOS,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002533990,DR. MARCELO LOPES,MARCELO LOPES DE SOUZA,30999,NOVO,NOVO,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002534778,DR. MAYCON MOREIRA,MAYCON MOREIRA DA SILVA,55111,PSD,PSD,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002550668,DR. MÁRCIO ANDRÉ,MARCIO ANDRE MARINHO DE ALMEIDA,12555,PDT,PDT,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552393,DR. PEDRO BENEVIDES,PEDRO FERREIRA BENEVIDES NETO,25007,PRD,FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDARIEDADE),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544022,DRA. GEORGIA MICHELETTI,GEORGIA CRISTINA HERNANDEZ MICHELETTI,45220,PSDB,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544529,DRA. MICHELLE MELO,MICHELLE DE OLIVEIRA MELO,44000,UNIÃO,FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544039,EDI CELULAR,EDIGLEY DE SOUZA ROSENDO,45888,PSDB,FEDERAÇÃO PSDB CIDADANIA(PSDB/CIDADANIA),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002536338,EDINALDO MUNIZ,EDINALDO MUNIZ DOS SANTOS,10123,REPUBLICANOS,REPUBLICANOS,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544521,EDINHO DO GÁS,EDISON SANTOS DOS REIS,11456,PP,FEDERAÇÃO UNIÃO PROGRESSISTA(UNIÃO/PP),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002538251,EDIVALDO PAES,EDIVALDO DE FREITAS PAES,36100,AGIR,AGIR,Deputado Estadual,7,AC,Indeferido,Concorrendo,False,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002552847,EDNAIRA RAULINO,EDNAIRA CAMPOS RAULINO,20009,PODE,PODE,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002550651,EDNEY BATALHA,EDNEY SANTIAGO BATALHA,12333,PDT,PDT,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544594,EDU QUEIROZ,FRANCISCO EDUARDO MENESES DE QUEIROZ,13000,PT,FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002536330,EDUARDO GOMES,PAULO EDUARDO PEREIRA FILHO,10222,REPUBLICANOS,REPUBLICANOS,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002536340,EDUARDO RIBEIRO,EDUARDO AMBROS RIBEIRO,10888,REPUBLICANOS,REPUBLICANOS,Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002544042,EDVALDO MAGALHÃES,EDVALDO SOARES DE MAGALHAES,65123,PCDOB,FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
10002553933,ELIANE FERREIRA,ELIANE FERREIRA LIMA,77218,SOLIDARIEDADE,FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA(PRD/SOLIDARIEDADE),Deputado Estadual,7,AC,Deferido,Concorrendo,True,False,0.0,2026,2026-09-07T19:44:03-03:00,https://divulgacandcontas.tse.jus.br/divulga/rest/v1/candidatura/listar/2026/AC/20322002026/7/candidatos
